Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
1,train,2.0266,0.5778,0.6558,0.5778,0.5836
1,val,1.1781,0.8301,0.8464,0.8301,0.8171
2,train,1.0957,0.8803,0.8825,0.8803,0.8794
2,val,0.8957,0.9010,0.9085,0.9010,0.8985
3,train,0.8529,0.9283,0.9284,0.9283,0.9280
3,val,0.8217,0.9114,0.9234,0.9114,0.9028
4,train,0.7707,0.9509,0.9510,0.9509,0.9507
4,val,0.8303,0.9069,0.9239,0.9069,0.8981
5,train,0.7130,0.9712,0.9712,0.9712,0.9712
5,val,0.7724,0.9321,0.9344,0.9321,0.9315
6,train,0.6842,0.9812,0.9812,0.9812,0.9812
6,val,0.8174,0.9188,0.9346,0.9188,0.9131
7,train,0.6805,0.9808,0.9808,0.9808,0.9808
7,val,0.7666,0.9232,0.9257,0.9232,0.9210
8,train,0.6661,0.9860,0.9860,0.9860,0.9859
8,val,0.8323,0.9173,0.9201,0.9173,0.9161
9,train,0.6476,0.9915,0.9915,0.9915,0.9915
9,val,0.7509,0.9439,0.9471,0.9439,0.9438
10,train,0.6339,0.9959,0.9960,0.9959,0.9959
10,val,0.7625,0.9365,0.9444,0.9365,0.9355
11,train,0.6499,0.9915,0.9916,0.9915,0.9915
11,val,0.8098,0.9217,0.9322,0.9217,0.9189
12,train,0.6334,0.9959,0.9960,0.9959,0.9959
12,val,0.8376,0.9158,0.9280,0.9158,0.9101
13,train,0.6367,0.9934,0.9934,0.9934,0.9934
13,val,0.7983,0.9291,0.9327,0.9291,0.9288
14,train,0.6382,0.9937,0.9938,0.9937,0.9937
14,val,0.8204,0.9321,0.9404,0.9321,0.9282
15,train,0.6341,0.9941,0.9941,0.9941,0.9941
15,val,0.8023,0.9335,0.9369,0.9335,0.9328
16,train,0.6286,0.9963,0.9963,0.9963,0.9963
16,val,0.7824,0.9335,0.9383,0.9335,0.9329
17,train,0.6280,0.9963,0.9964,0.9963,0.9963
17,val,0.8064,0.9217,0.9245,0.9217,0.9206
18,train,0.6309,0.9956,0.9956,0.9956,0.9956
18,val,0.8090,0.9261,0.9298,0.9261,0.9256
19,train,0.6198,0.9985,0.9985,0.9985,0.9985
19,val,0.8045,0.9335,0.9369,0.9335,0.9309
20,train,0.6170,0.9982,0.9982,0.9982,0.9982
20,val,0.7743,0.9321,0.9333,0.9321,0.9318
21,train,0.6229,0.9963,0.9963,0.9963,0.9963
21,val,0.7744,0.9424,0.9444,0.9424,0.9422
22,train,0.6174,0.9985,0.9985,0.9985,0.9985
22,val,0.7825,0.9365,0.9381,0.9365,0.9359
23,train,0.6170,0.9985,0.9985,0.9985,0.9985
23,val,0.8334,0.9306,0.9448,0.9306,0.9264
24,train,0.6184,0.9982,0.9982,0.9982,0.9982
24,val,0.8189,0.9291,0.9352,0.9291,0.9258
25,train,0.6139,0.9989,0.9989,0.9989,0.9989
25,val,0.7694,0.9424,0.9430,0.9424,0.9420
26,train,0.6140,0.9996,0.9996,0.9996,0.9996
26,val,0.8025,0.9350,0.9409,0.9350,0.9338
27,train,0.6190,0.9974,0.9974,0.9974,0.9974
27,val,0.7788,0.9394,0.9408,0.9394,0.9393
28,train,0.6169,0.9982,0.9982,0.9982,0.9982
28,val,0.7713,0.9394,0.9403,0.9394,0.9394
29,train,0.6153,0.9982,0.9982,0.9982,0.9982
29,val,0.8333,0.9276,0.9349,0.9276,0.9233
30,train,0.6179,0.9974,0.9974,0.9974,0.9974
30,val,0.8064,0.9291,0.9303,0.9291,0.9287
31,train,0.6158,0.9982,0.9982,0.9982,0.9982
31,val,0.7897,0.9321,0.9332,0.9321,0.9318
32,train,0.6148,0.9993,0.9993,0.9993,0.9993
32,val,0.8240,0.9321,0.9388,0.9321,0.9300
33,train,0.6177,0.9970,0.9971,0.9970,0.9970
33,val,0.8120,0.9276,0.9356,0.9276,0.9250
34,train,0.6169,0.9978,0.9978,0.9978,0.9978
34,val,0.7929,0.9306,0.9327,0.9306,0.9302
Evaluation Metrics:
Accuracy: 0.9439, Precision: 0.9471, Recall: 0.9439, F1 Score: 0.9438

Evaluation on Test Set:
Evaluation Metrics:
Accuracy: 0.8225, Precision: 0.8633, Recall: 0.8225, F1 Score: 0.8177
Model Summary:
Total params: 26832552
Trainable params: 26832552
